epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
10,0.8272142012914022,0.20337473670089687,0.15533385277484302,0.23282824001378483,0.2198165209825944,0.0158595297123409,0.7103094333410263,0.1881073210388422,0.15043051907792687,0.2123617821931839,0.1479359620809555,0.011472540306858719
11,0.7929451923679423,0.20186980303238938,0.1390383402834198,0.2577894099608616,0.18078885768988617,0.013457470948600935,0.7916087889671326,0.18229261815547942,0.11879869457334252,0.2074864074587822,0.26540528170764444,0.017624458727659657
12,0.5345967696220787,0.13070629806154305,0.09166324433560173,0.16724792978277914,0.13657224136922094,0.008405743272440439,0.768522754907608,0.15707821153104307,0.09249397993087768,0.1931967493891716,0.3107133360952139,0.015039164753397926
13,0.7225246454278628,0.16658916662412662,0.10287970303411216,0.21385868818119722,0.22436495156337818,0.01483081955882005,0.6195095214247703,0.14874690897762777,0.1051557638682425,0.19773273035883904,0.15413514483720064,0.013737662496278063
14,0.7287827868152548,0.15489787318640286,0.1424730692265762,0.2209257784265059,0.1964914145431033,0.013993324027439856,0.7471584656834602,0.18748775586485864,0.13765966534614563,0.22652869760990144,0.1857548700273037,0.009726165706524625
15,0.8137096701948731,0.19784574038176625,0.15650362423103717,0.2530840818804723,0.18996480417748293,0.01631010627197274,0.8217655709385872,0.1870480826497078,0.14432380750775337,0.23825234040617943,0.23647953530773522,0.01566048651235178
16,0.6037466117629299,0.14370761963504333,0.1047887851320276,0.18911918528653957,0.1531519824983897,0.012977727952939286,0.651151214838028,0.1510569554567337,0.09998258002102375,0.20194048926234245,0.18927218802273274,0.008897685147821903
17,0.6716445927266721,0.1418919583989514,0.1277516066070853,0.20451240958990874,0.18506199521598993,0.012425312520160029,0.7679777988791465,0.18225017562508583,0.14155283026397228,0.2241958722472191,0.2047914060950279,0.015186190673848615
18,0.641847280992402,0.13787942317624888,0.09787100034386471,0.24555453230385427,0.15081978703124654,0.009721226938482787,0.7429402452707291,0.1788272139430046,0.1226515492470935,0.23969381526112557,0.19149372175335885,0.010272632251726463
19,0.5033920754988989,0.11531415698980843,0.08453704419338869,0.18793919227189487,0.10850892978271952,0.0070914358129138474,0.6529473304748535,0.1398003625124693,0.11391270792810246,0.19154102072119714,0.19467583622783421,0.013016073973849416
20,0.49862184430714007,0.10458964723403807,0.0707025538129663,0.181389472550816,0.13321278061441802,0.008726055106779785,0.7144800034165383,0.18571602866053583,0.13619460777379572,0.1993054437637329,0.18098007969558239,0.012282534041441978
21,0.6655250898113957,0.1449951860639784,0.1277831211099746,0.2066601193337529,0.17301584393889816,0.013069493980664346,0.6553928363323211,0.15855661176145078,0.12941151799634099,0.20230801790952682,0.15488295529037713,0.010232413267949596
22,0.637768939965301,0.14678330488365005,0.11159174661669466,0.20782749175473494,0.157738765736145,0.013826302251631947,0.6585555708408356,0.14420956805348395,0.10388112422078848,0.23955573439598082,0.15769177719950675,0.013216034462675452
23,0.5300774720531923,0.11004503236876594,0.09351367634479646,0.18433774083300872,0.13372910312480396,0.008450589992140455,0.653860832452774,0.1647910077869892,0.11797633458860218,0.2142370942234993,0.14966341104358435,0.007191658298834227
24,0.5068596292425085,0.09736396051529381,0.09010247621012644,0.17590819423397383,0.13195238400388648,0.01153128053798961,0.7358522373437881,0.15601261124014854,0.13098983517847898,0.20880262181162834,0.2252927879244089,0.014753045988036319
25,0.5198794978636282,0.10983029107942625,0.07665530483980008,0.18513364813945912,0.1385118382534495,0.00974707494767952,0.5655871295928955,0.12651057332754134,0.06869324102997766,0.1913219366967678,0.1684674835205078,0.010592560895020142
26,0.5315329802257044,0.10416473013659318,0.0865701941980256,0.18719706449795653,0.14291410810417599,0.010685551555879,0.761143209040165,0.15910668656229973,0.11108765791635904,0.23212658360600472,0.24740358330309392,0.011417363244108856
27,0.5563997869138364,0.11469134747016209,0.09952598420420179,0.17708008957129937,0.15496317121303743,0.010137865526808633,0.6101963913440704,0.14603950701653956,0.10684566884418017,0.19042802035808562,0.16065583806484937,0.006226028118981049
28,0.5128620719468152,0.09552257014783444,0.08197585395882251,0.17567299361582156,0.14903348601526684,0.010655825773331648,0.574659666121006,0.1279756485670805,0.09579220656072379,0.2074366344511509,0.13279117345809938,0.010662675853818655
29,0.5028485363280332,0.09929207915923109,0.09396678651683033,0.18664743723692717,0.11289052710075069,0.010050377691018016,0.7310013079643249,0.1768440443649888,0.13989962268853504,0.2028226710855961,0.19891463976353407,0.01251899914816022
30,0.5264684455814185,0.10347805537835315,0.0859144411213627,0.19218035607978148,0.13397522857067762,0.010919034493983619,0.7319172817468643,0.17031826436519623,0.11100548050366342,0.23454982087016105,0.2049493408948183,0.011093043916625902
31,0.4469789332813687,0.08613979095524107,0.07852004295973866,0.15407192914022338,0.11808344763186243,0.01016238608820088,0.6463620609045029,0.14908973705023526,0.10321613478474291,0.19849947333335877,0.18566893346607685,0.009886459140107036
32,0.4854365371995502,0.09610368311405182,0.0874296775426181,0.16673663920826381,0.12649136333277933,0.008673839686067638,0.6962809631228447,0.15998483128845692,0.10362742742523494,0.22846888348460198,0.1937595945969224,0.010438883102033288
33,0.49156121606076203,0.10133593501868071,0.07805614058721673,0.16727593182413666,0.134302388669716,0.010589478089025727,0.7151428103446961,0.15005137041211128,0.09612936097545571,0.20910821422934533,0.2500656946748495,0.009786822040332481
34,0.4771146995049936,0.09415022238951039,0.07565728314997007,0.18920606471322202,0.1104241004558625,0.007675681604908917,0.7528548866510392,0.1795877107977867,0.11075956807122565,0.20633058056235312,0.24164623837918042,0.014529441631166264
35,0.4747657455779888,0.10966145705983595,0.07567557727883535,0.1625051200389862,0.1169950204246022,0.00992722408867579,0.6781296557188035,0.15585496321320533,0.10565301592228593,0.19301617816090583,0.21162207961082458,0.011982067967765034
36,0.47012821557345214,0.09409998650490134,0.07282997348401868,0.1706849229004648,0.12466155178844929,0.007850429918444543,0.7116680246591568,0.15208778843283655,0.07485261581779866,0.22216664895415306,0.2523379032313824,0.010221715157385916
37,0.443573663632075,0.0803208874400567,0.076629682444036,0.15768154724328606,0.11703691700542415,0.011903283313990364,0.6438792714476586,0.13495270743966103,0.09898466801503673,0.22436632603406906,0.179218028858304,0.0063561957323690875
38,0.40727084157643495,0.07481710343725151,0.06284178800329014,0.14591085352003574,0.1144571239301176,0.009242631116918617,0.6697793859243393,0.16045619912445544,0.11392125096172094,0.184611182063818,0.19999696105718612,0.010792448975262232
39,0.3750011545640451,0.06514385835853992,0.06658875560754461,0.14774802465129783,0.08711804770347145,0.008401119475214122,0.6943046823143959,0.1484243493527174,0.10553314635995761,0.23607390001416206,0.19217002294957639,0.012101912718499079
40,0.4018202644807321,0.07628634948007486,0.06062058019489524,0.1484510770274533,0.10862511213592908,0.007835794394378792,0.6812618514895439,0.14230251960456372,0.0881576454709267,0.19420613572001458,0.2437483001872897,0.012845905911526644
41,0.4346401495514093,0.07695062803449454,0.07225071128319811,0.16493815018071067,0.11319840485575022,0.007300908329920343,0.7470323300361633,0.13539901278913022,0.11441280817496534,0.22962315782904624,0.2582095219939947,0.009386488593881949
42,0.41823218183385,0.07231612848462882,0.0694758424155966,0.15666972487061112,0.11047321937426373,0.009295913910372528,0.6226560416817665,0.13244228668510913,0.10607710736803683,0.20035406216979026,0.17345061108469964,0.010330620828899555
43,0.5124082173462268,0.0941534687557982,0.07590452353556261,0.1883083325293329,0.14247045138229927,0.01157009218931543,0.6252272674441337,0.12806122802197933,0.09038400435703466,0.18021213367581368,0.21615464605391024,0.010413901178981177
44,0.40101137067432757,0.07504971415080407,0.06247557190902255,0.1578785432157693,0.09735883423989569,0.008247355194827024,0.6761973887681961,0.14542243279516698,0.0939083075016967,0.19928601235151291,0.22686139799654484,0.010717868040082977
45,0.4169612104694049,0.07775314514421755,0.0644830120899887,0.14799622701549972,0.11855498394342484,0.008172472759152125,0.7134732955694199,0.14566327013075353,0.11911493415827834,0.2205942091345787,0.2171353640034795,0.010964164679171518
46,0.4026922310392062,0.08655257861095446,0.06301325544956382,0.145860997201116,0.09880312295906522,0.008460905015925635,0.6617542213201523,0.1471914067864418,0.07974388198985238,0.1923512874543667,0.23235344022512436,0.010112842852249742
47,0.35103577430601474,0.06000711692980042,0.0550188509277413,0.13500175583693716,0.09383788879063946,0.00716879774322647,0.6982175481319427,0.13738925978541375,0.09796107133850442,0.20280942484736442,0.2496221311762929,0.01043429049779661
48,0.3161939873739525,0.05591251473459932,0.045319803740346325,0.12912472261598817,0.07768878976262554,0.008146790320838423,0.6523579594492912,0.12551808193325997,0.10455334425496403,0.20330749377608298,0.20831292003393173,0.010664761487278155
49,0.3982682170139419,0.07379263153092729,0.04926444831545706,0.15262576923878104,0.11493398297440123,0.007650022486578328,0.6835291555523872,0.13598295833915472,0.14144573933910579,0.2084664736688137,0.18705380383878947,0.010578828240977601
0,3.528462553024292,1.1186320543289185,0.9855956792831421,0.8976093232631683,0.5143125116825104,0.012311680521816016,2.187503683567047,0.7866776669025421,0.27383203599601985,0.6427822226285934,0.45712401539087294,0.027086462671868504
0,3.2593906998634337,1.0454388082027435,0.5773397579789161,1.2314445853233338,0.3909947365522385,0.01417148623149842,2.41755206823349,0.8541175371408463,0.29959161129547285,0.7632426008582115,0.47597751408815386,0.024621487869881095
0,3.982046890258789,1.2462232947349547,0.7828283563256264,1.1980059027671814,0.7300372689962387,0.02495070258155465,2.412429702281952,0.9031825399398804,0.2796656110882759,0.7627162140607834,0.44410744071006775,0.02275660973973572
0,3.435175919532776,0.8935125529766083,0.7048051238059998,1.187882763147354,0.6142049431800842,0.034769250499084595,2.3946307563781737,0.7685020315647125,0.26102883366729657,0.8940643978118896,0.4464864867925644,0.024547698143869638
0,5.677617232004802,1.351784070332845,0.6489514907201132,3.264789422353109,0.3913610378901164,0.020729778644939263,3.603956220149994,1.2598101997375488,0.42401273027062414,1.3131848022341728,0.5819580811262131,0.02498904482461512
0,1.9428016726787274,0.5671303497675138,0.3430117715675479,0.5946014989645053,0.40962646395350116,0.028430316389765207,1.081208028793335,0.3109199592471123,0.15431104138493523,0.3177076131105423,0.27925493448972705,0.019013213503640145
1,1.1596204604093845,0.3477852952021819,0.18756128178957182,0.3178343457671312,0.2891061371908738,0.0173321332087,0.8567563205957412,0.23537461951375008,0.15131439611315714,0.24098843082785606,0.21245526224374772,0.01662235378054902
2,0.9701043894657722,0.28361690875429374,0.1610509992027894,0.2640333956059737,0.2437018016114449,0.017700025934176758,0.8029747372865677,0.20488189667463302,0.13561692841351017,0.23200811132788657,0.2127254055440426,0.017741136071272194
3,0.838637860539632,0.232577676526629,0.13296482941876045,0.23865273900521108,0.22273530720327145,0.011706045789208312,0.7490935093164444,0.2023428897559643,0.09622511710040271,0.22353758960962294,0.21182481363415717,0.015161848595598713
4,0.9667480488618215,0.25243313152056474,0.17341355103044173,0.2657834733716952,0.255684840803345,0.0194317899698105,0.823345638513565,0.20984961040318012,0.16518669556826354,0.2268355606496334,0.20457197271287442,0.016900542972143738
5,0.8220996470787586,0.20742272447126034,0.1555679588495061,0.24390912676850954,0.20061263816956526,0.014585937274088606,0.7460903865098953,0.20004520259797573,0.122680767737329,0.21382049798965455,0.1968910650908947,0.012651600509416312
6,0.8110337628003879,0.20998366974676266,0.1592755635531667,0.22423199583322573,0.20331828917066255,0.014222992109492995,0.8115735268592834,0.2053873720765114,0.2053293914720416,0.21983094677329063,0.1682365833967924,0.012787971436046064
7,0.8149871379137039,0.2013528951181051,0.16008291801270574,0.23378794067181075,0.2057190923115764,0.0140430334138681,0.7984708708524704,0.23110766038298608,0.11669785633683205,0.22632259234786034,0.2072221651300788,0.01711934426333755
8,0.6173964559267728,0.15538146934257105,0.10440675561459592,0.19461339874527392,0.1532618834469945,0.009731689491906228,0.7387498700618744,0.1661496043205261,0.13648268934339286,0.2304727840423584,0.1941173293441534,0.011526207297574729
9,0.7030162809368892,0.161904566658613,0.12974109423036376,0.22473927233845759,0.17322180842837462,0.013408281894860407,0.6755511221289635,0.16975263148546219,0.12198159037157894,0.20224539786577225,0.1687623957544565,0.012807850668905304
10,0.7639193897828077,0.18002902682966146,0.14615337170051554,0.22202789105283907,0.2014188604333844,0.014288981967883255,0.713712586760521,0.1581435902416706,0.12530168244607012,0.23670889258384706,0.18235125280916692,0.011205910947173834
11,0.6648822113489493,0.1552821276948238,0.11673547492290919,0.21828068434618986,0.16056543022680742,0.01401722445510901,0.6494072160124779,0.1436663481593132,0.12160364214320907,0.17813838496804238,0.19474489960819483,0.011252673642011359
12,0.6312054508389571,0.14237679419322655,0.12815457694710064,0.19231552687975076,0.1571351170587616,0.011222159734759957,0.6792678791284561,0.16165447041392325,0.12215411223005504,0.2237326394021511,0.16355777315795422,0.00816761197638698
13,0.6113811542208378,0.14232077196431467,0.0979289589330363,0.20329839086685425,0.15882125205527514,0.009010506077081515,0.6853484672307968,0.1251469135656953,0.10951387754615098,0.221290767788887,0.21636256031692028,0.013033074879786
14,0.564162535736194,0.119053372540153,0.10338942900311966,0.1786030278278467,0.15293226486597306,0.010183162847309947,0.7052620601654053,0.15131672479212285,0.11791114311654838,0.21033403649926186,0.2128240578621626,0.012874820407014341
15,0.6045776005738821,0.1293075658285465,0.11058066388926445,0.19334064978055465,0.1580685838483847,0.013278863643510984,0.6236540132761001,0.14736562058329583,0.09610649042699151,0.1767348127067089,0.19278728395700453,0.010658527702325955
16,0.6034926781669642,0.11944729923151243,0.10999095622593394,0.21715187749419457,0.14555260214285973,0.011348664588205373,0.5888332217931748,0.13371688582003116,0.11989606557413936,0.1801258283853531,0.1462066550552845,0.008886513186153024
17,0.5103243096516683,0.09868230135777058,0.08012137233685607,0.18244358658408508,0.1396752058600004,0.009400569079727389,0.7966933932900429,0.15874956741929055,0.1081878486642563,0.23549487859010695,0.27730969585478304,0.016950133135542274
18,0.5637737579452686,0.11878948145283338,0.10939432009576987,0.18350636252225974,0.14217853023169133,0.009903786345743217,0.6916205260157585,0.17615279085934163,0.09810484076850116,0.2112130519747734,0.19517107516527177,0.01097749401233159
19,0.47496495720667714,0.10045045738418897,0.07059098869108428,0.17411216023640755,0.12016595821254529,0.009644101155199444,0.6731501710414887,0.15445004157721998,0.09203376641788054,0.2319410479068756,0.1871642778813839,0.007559740709257312
20,0.49455528668104076,0.10031520673193228,0.08654065318525028,0.16766152827021402,0.1310904060418789,0.008946203811762806,0.736854861676693,0.15919779010117055,0.1251493407227099,0.23294507458806038,0.20663986168801785,0.012921496611088514
21,0.5333473993799626,0.12051211722577229,0.09621740128988257,0.1799895219409313,0.1261458677263596,0.010481200371055493,0.6985154482722282,0.14851338289678095,0.10652747945394367,0.18475912123918534,0.24422745302319526,0.014486724510788918
22,0.4257204396984516,0.08827782095147249,0.061275699256489485,0.15707326193268484,0.10941003083746928,0.009682340851540152,0.6141720092296601,0.1427025369554758,0.12086089957505465,0.21019545182585717,0.13271797385066747,0.007693852039519698
23,0.4972840641171504,0.09379370011484776,0.08329354338228512,0.1817629122390197,0.1284964079849231,0.009936206240150241,0.669474513232708,0.142667151466012,0.10746231877932587,0.1726772080361843,0.2332463924586773,0.013420155951753259
